web-scraper-order,web-scraper-start-url,price,rooms,bathrooms,sizem2,zone
"1606145164-3572","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=107","2.300€","3 Hab","2 Baños","130m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145267-4150","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=69","1.300€","1 Hab","1 Baño","56m2","Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606145262-4124","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=71","2.000€","4 Hab","2 Baños","143m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606145283-4233","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=63","1.025€","3 Hab","1 Baño","80m2","Eixample, Sant Antoni, Barcelona"
"1606144906-2145","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=203","1.100€","3 Hab","1 Baño","82m2","BALMES, Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145173-3619","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=104","1.300€","1 Hab","1 Baño","53m2","Les Corts, Barcelona"
"1606145265-4127","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=70","1.200€","4 Hab","2 Baños","100m2","Eixample, Sagrada Família, Barcelona"
"1606144968-2478","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=180","8.500€","4 Hab","4 Baños","313m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144757-1315","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=258","950€","3 Hab","1 Baño","70m2","Horta-Guinardó, Font d'en Fargues, Barcelona"
"1606144817-1646","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=236","1.400€","3 Hab","2 Baños","110m2","Carrer de Balmes, Eixample, L'Antiga Esquerra de l'Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144648-693","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=299","900€","4 Hab","1 Baño","65m2","pizarro, Ciutat Vella, Barceloneta, Barcelona"
"1606144653-735","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=297","1.250€","2 Hab","2 Baños","74m2","Mila i Fontanals, Gràcia, Vila de Gràcia, Barcelona"
"1606144782-1447","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=249","900€","4 Hab","1 Baño","65m2","pizarro, Ciutat Vella, Barceloneta, Barcelona"
"1606144987-2590","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=173","550€","1 Hab","1 Baño","50m2","C/ Cera, Ciutat Vella, Raval, Barcelona"
"1606144784-1460","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=248","930€","1 Hab","1 Baño","65m2","ballester 21, Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144798-1540","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=243","1.080€","3 Hab","1 Baño","88m2","Sants / Monjuïc, Sants-Badal, Barcelona"
"1606145105-3253","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=129","1.150€","3 Hab","1 Baño","80m2","Eixample, Fort Pienc, Barcelona"
"1606145105-3251","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=129","700€","2 Hab","1 Baño","53m2","Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144747-1250","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=262","1.100€","3 Hab","1 Baño","60m2","marques de sentmant, Les Corts, Barcelona"
"1606145205-3804","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=92","2.147€","5 Hab","3 Baños","160m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144607-476","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=314","1.700€","1 Hab","1 Baño","65m2","Calle aragó, Eixample, Dreta Eixample, Barcelona"
"1606144651-706","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=298","1.975€","4 Hab","2 Baños","130m2","Les Corts, Barcelona"
"1606144757-1320","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=258","760€","2 Hab","1 Baño","50m2","Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144979-2542","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=176","900€","3 Hab","1 Baño","85m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144871-1943","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=216","1.400€","2 Hab","2 Baños","70m2","pg gracia, Gràcia, Vila de Gràcia, Barcelona"
"1606144719-1109","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=272","925€","4 Hab","1 Baño","92m2","Sants / Monjuïc, La Bordeta, Barcelona"
"1606145380-4782","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=27","850€","2 Hab","1 Baño","45m2","Calle Gines i Partagás, Ciutat Vella, Barceloneta, Barcelona"
"1606144903-2122","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=204","1.140€","4 Hab","1 Baño","81m2","Travessera les corts, Les Corts, Barcelona"
"1606145435-5084","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=7","800€","1 Hab","1 Baño","58m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145265-4131","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=70","4.900€","4 Hab","4 Baños","188m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606145332-4512","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=45","900€","2 Hab","1 Baño","58m2","Eixample, Fort Pienc, Barcelona"
"1606144688-918","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=284","660€","1 Hab","1 Baño","45m2","Calle Joan Gamper 8, Les Corts, Barcelona"
"1606144538-116","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=338","3.029€","3 Hab","2 Baños","119m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144591-379","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=320","1.400€","2 Hab","1 Baño","65m2","Rambla de Catalunya, Eixample, Dreta Eixample, Barcelona"
"1606144688-926","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=284","1.250€","2 Hab","1 Baño","228m2","Avenida marques de castellbell, Horta-Guinardó, La Clota, Barcelona"
"1606145022-2784","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=160","900€","3 Hab","1 Baño","80m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144642-668","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=301","1.000€","3 Hab","1 Baño","74m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144711-1057","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=275","4.800€","5 Hab","4 Baños","300m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606145224-3910","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=85","975€","2 Hab","1 Baño","95m2","Carrer de Balmes 395, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144976-2528","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=177","640€","1 Hab","1 Baño","50m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144730-1169","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=268","1.400€","2 Hab","3 Baños","140m2","Gràcia, Camp d'en Grassot i Gràcia Nova, Barcelona"
"1606145140-3439","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=116","3.600€","5 Hab","3 Baños","260m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145418-4985","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=13","2.500€","4 Hab","2 Baños","133m2","Eixample, Dreta Eixample, Barcelona"
"1606145259-4098","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=72","850€","2 Hab","1 Baño","40m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144635-618","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=304","1.600€","4 Hab","2 Baños","130m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145081-3118","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=138","1.100€","1 Hab","1 Baño","55m2","Calle Enric Granados, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145405-4917","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=18","2.000€","2 Hab","2 Baños","75m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145153-3520","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=111","1.550€","3 Hab","2 Baños","130m2","Sant Martí, El Camp de l'Arpa del Clot, Barcelona"
"1606144728-1152","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=269","899€","2 Hab","1 Baño","51m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144968-2476","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=180","5.021€","4 Hab","3 Baños","164m2","Eixample, Dreta Eixample, Barcelona"
"1606145164-3581","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=107","4.900€","6 Hab","4 Baños","276m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606145086-3145","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=136","990€","2 Hab","1 Baño","75m2","Calle sant pere mes baix, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144552-181","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=333","3.000€","3 Hab","2 Baños","150m2","Rambla Cataluña, Eixample, Dreta Eixample, Barcelona"
"1606144733-1178","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=267","1.000€","2 Hab","1 Baño","67m2","Cristobal de moura, Sant Martí, Provençals del Poblenou, Barcelona"
"1606144554-197","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=332","1.700€","2 Hab","1 Baño","85m2","Barcelona"
"1606145003-2673","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=167","1.350€","2 Hab","1 Baño","118m2","Ronda de Sant Pau, Ciutat Vella, Raval, Barcelona"
"1606145440-5115","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=5","860€","2 Hab","1 Baño","60m2","Passeig de Sant Joan 125, Eixample, Dreta Eixample, Barcelona"
"1606144541-127","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=337","7.500€","2 Hab","2 Baños","220m2","Plaza Sant Gregori Taumaturg, Sarrià / Sant Gervasi, Sarriá - Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145211-3838","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=90","1.500€","2 Hab","2 Baños","115m2","Carrer d'Aribau 175, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145197-3762","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=95","2.735€","4 Hab","2 Baños","176m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145366-4707","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=32","1.308€","4 Hab","2 Baños","105m2","Sant Martí, El Clot, Barcelona"
"1606144879-1984","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=213","1.950€","4 Hab","2 Baños","130m2","Graus, Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606144626-575","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=307","1.400€","2 Hab","2 Baños","75m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144752-1283","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=260","800€","2 Hab","1 Baño","60m2","Sants / Monjuïc, La Bordeta, Barcelona"
"1606144866-1907","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=218","830€","1 Hab","1 Baño","40m2","Calle nangla, Ciutat Vella, Gòtic, Barcelona"
"1606144987-2594","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=173","900€","2 Hab","1 Baño","105m2","Ciutat Vella, Raval, Barcelona"
"1606144760-1330","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=257","1.000€","2 Hab","1 Baño","74m2","Calle veneçuela 13, Sant Martí, Provençals del Poblenou, Barcelona"
"1606144706-1033","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=277","1.950€","2 Hab","2 Baños","121m2","CL Princesa, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145342-4564","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=41","900€","3 Hab","1 Baño","74m2","Carrer de la Providència, Gràcia, Camp d'en Grassot i Gràcia Nova, Barcelona"
"1606144768-1372","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=254","900€","1 Hab","1 Baño","45m2","Calle amigo, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144586-352","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=322","850€","1 Hab","1 Baño","40m2","Ciutat Vella, Raval, Barcelona"
"1606145227-3924","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=84","3.175€","5 Hab","2 Baños","232m2","Les Corts, Pedralbes, Barcelona"
"1606145164-3574","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=107","1.500€","3 Hab","2 Baños","75m2","Sant Martí, Provençals del Poblenou, Barcelona"
"1606144879-1994","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=213","1.490€","3 Hab","1 Baño","120m2","Calle Rocafort, Eixample, Nova Esquerra Eixample, Barcelona"
"1606145078-3096","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=139","1.325€","2 Hab","2 Baños","98m2","Calle Poeta cabanyes, Sants / Monjuïc, El Poble-sec, Barcelona"
"1606145380-4778","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=27","1.400€","4 Hab","2 Baños","145m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144596-412","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=318","1.200€","3 Hab","1 Baño","70m2","Rambla de prim, Sant Martí, Besòs i el Maresme, Barcelona"
"1606144632-603","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=305","800€","1 Hab","2 Baños","80m2","Ciutat Vella, Raval, Barcelona"
"1606144536-101","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=339","3.200€","5 Hab","4 Baños","200m2","Les Corts, Pedralbes, Barcelona"
"1606145073-3067","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=141","900€","2 Hab","1 Baño","70m2","Calle Urgell, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145415-4970","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=14","1.550€","4 Hab","2 Baños","95m2","Eixample, Sagrada Família, Barcelona"
"1606144804-1563","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=241","1.200€","4 Hab","2 Baños","98m2","Sant Andreu, La Sagrera, Barcelona"
